Ryhmä;Suomenkielinen nimi;Tieteellinen nimi;Kuvaus;Koko;Kasvupaikka;Kemia;Levinneisyys;Mikrosienet;Muuta;Löydettyjä isäntäkasveja;Isäntäkasvin muita piensieniä;Löytöpaikoista Luopioisissa;Maastotuntomerkit;Vertaa seuraaviin;Kirjallisuus;Kuva 1;Kuva 2;Kuva 3;Kuva 4;Kuva 5;Kuva 6;Kuva 7;Kuva 8;Kuva 9;Kuva 10
Jäkälät;Tummaröyhelö;Cetrariella commixta;Tummaröyhelö kuuluu karvejäkälien (Parmeliaceae) laajaan heimoon ja suvusta on Suomessa tavattu kolme lajia. Jäkälä on epäsäännöllisen muotoinen,  alustaansa melko tiiviisti kiinnittynyt. Yläpinta on ruskeanmusta, kiiltävä, alapinta vaaleanruskea, ritsoideja niukasti. Liuskat  tiheässä, koveria. Sorediot ja isidiot puuttuvat. Kotelomaljat yleisiä, mustanruskeita.;Ruusuke epäsäännöllinen, halkaisijaltaan < 15 cm. Liuskat < 4  mm leveitä. Kotelomaljat < 5 mm leveitä.;Karuilla kallioilla, rantakivillä.;K-,  PD-, KC+ punainen;Paikoitellen lähes koko Suomessa.;;;;;Tummaröyhelö on  Luopioisissa   harvinainen. Jäkälää on tavattu tunnistetusti vain muutama kerta. Se sekoittuu helposti muihin tummiin kivillä kasvaviin karpeisiin. Vaalea alapinta ja lievästi kouruiset liuskat auttavat määrityksessä. Kotelomaljoja en ole löytänyt. Kuvat on otettu Padankosken peltokiveltä.;;limiruskokarve rosoruskokarve kyhmyruskokarve mustaröyhelö sysiruskokarve;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/melanelia_commixta1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/melanelia_commixta2.jpg;;;;;;;;
Jäkälät;Tummaruskeinen;Mycobilimbia tetramera;Tummaruskeinen kuuluu Porpidiaceae-heimoon ja suvusta on Suomessa tavattu 7 lajia. Jäkälä on rupimainen,  alustaansa  löyhästi kiinnittynyt laji. Sekovarsi karkeaa vihertävää murua. Kotelomaljat yleisiä, puolipallomaisia,  tummanruskeita.;Löyhää, tiheää kasvustoa, kotelomaljat noin millin levyisiä.;Suurten haapojen tyvillä, sammalen päällä, myös keloilla ja kivillä vanhoissa metsissä. Kasvaa usein tyviruskeisen seurassa.;Jäkäläaineet puuttuvat.;Eteläosassa maata yleinen, harvinaistuu pohjoisen päin.;;;;;Tummaruskeinen   on   Luopioisissa harvinainen. Jäkälää on tavattu niukalti vanhojen haapojen tyveltä Padankoskelta, mutta sitä ei ole etsitty muualta, joten sen yleisyyttä tai runsautta on vaikea arvioida. Suvun lajien määrittäminen on myös vaikeaa, joten kuvan laji voi olla jokin muukin ruskeinen. Kuvat on otettu Padankosken Ahvenismaalta.;;Tyviruskeinen on pohjoisessa yleisempi ja kotelomaljat ovat vaaleanruskeat.;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/mycoblimbia_tetramera1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/mycoblimbia_tetramera2.jpg;;;;;;;;
Jäkälät;Tunturikermajäkälä;Ochrolechia frigida;Tunturikermajäkälä kuuluu laikkajäkälien (Pertusariaceae) heimoon ja suvusta on Suomessa tavattu noin 13 lajia. Jäkälä on paksu, kellanharmaa, ripsinen, pensasmainen tai tappinen  rupijäkälä. Se on soreiditon, joskus valkosoreidinen. Kotelomaljat ovat yleisiä, suuria, ruskeita ja lekanoroideja.;Rupimainen, peitteinen, usein sammalten ja varpujen päällä.;Tunturipaljakalla maassa, etelämpänä suomättäillä.;K-, C+ punainen, PD+ punaruskea, UV+ vaaleansininen;Hyvin yleinen tuntureilla, Etelä-Suomen länsiosissa harvinainen keidassoilla.;;;;;Tunturikermajäkälä  kuuluu rupijäkäliin eikä sitä ole vielä löydetty  Luopioisista. Jäkälä on etelässä harvinainen, mutta ei mahdoton löydettävä. Kurkisuolta olen sitä etsiskellyt, mutta toistaiseksi turhaan. Joillakin kuivemmilla keidassoilla se saattaisi myös kasvaa. Sen löytyminen Luopioisista on hyvinkin mahdollista. Kuvat on otettu Utsjoen Paistuntureilla kivikkoisella paljakalla kesällä 2007.;;Jauhejäkälät, laikkajäkälät;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/ochrolechia_frigida1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/ochrolechia_frigida2.jpg;;;;;;;;
Jäkälät;Tunturikorvajäkälä;Nephroma expallidum;Tunturikorvajäkälä kuuluu munuaisjäkälien (Nephromataceae) heimoon ja suvusta on Suomessa tavattu seitsemän lajia. Jäkälä on leveäliuskainen ja laajakasvustoinen, yläpinta himmeän vihreä, hienonystyinen ja syanobakteerilaikkuinen. Liuskat < 2 cm leveitä, reunat röyhelöisiä. Kotelomaljat harvinaisia < 1,5 cm leveitä, liuskan alapinnalla.;Kasvustot < 15 cm halkaisijaltaan.;Maassa sammalten seassa tunturikankailla ja -niityillä.;K-, PD+ oranssi tai PD-;Pohjois-Lapissa yleinen tunturialueilla.;;;;;Tunturikorvajäkälä   kuuluu lehtijäkäliin eikä sitä ole löydetty Luopioisista. Jäkälää tavataan ainoastaan pohjoisimmasta Lapista, jossa olen sen muutaman kerran nähnyt. Siksi sen löytyminen Luopioisista on hyvin epätodennäköistä eikä sitä myöskään kannata täältä etsiä. Lapissa liikkuja voisi pitää tätäkin lajia silmällä. Kuvat on otettu Utsjoen Karigasniemellä Tenojoen rantaniityltä.;;Pilkkunahkajäkälä Ahonahkajäkälä Pohjankorvajäkälä;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/nephroma_expallidum1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/nephroma_expallidum2.jpg;;;;;;;;
Jäkälät;Tupsuluppo;Bryoria furcellata;Tupsuluppo kuuluu karvejäkälien (Parmeliaceae) laajaan heimoon ja suvusta on Suomessa tavattu noin 16 lajia. Jäkälä on pensasmainen, perusväri ruskea, rangat kiiltävän sileät, selvät päärangat puuttuvat, ei keskusjännettä. Rakomaisia soraaleja runsaasti, niissä isidiomaisia piikkejä. Kotelomaljat harvinaisia.;Naavamainen, 3 - 8 cm korkea, yleensä yksittäin.;Havumetsissä, oksilla, myös joskus puurakenteilla.;K-, PD+ punainen;Yleinen Keski-Suomessa, etelässä ja pohjoisessa harvinainen.;;Kärsinyt ilmansaasteista.   Laji on alueellisesti uhanalainen (RT) eteläosissa maata.;;;Tupsuluppo   on Luopioisissa harvinainen. Jäkälää on tavattu vain muutaman kerran eikä se ole näillä kasvupaikoilla ollut runsas. Kurkisuon rämeosuuksilla sitä tavataan harvakseltaan käkkyräisten mäntyjen oksilta, metsistä en  ole sitä tavannut. Tupsuluppo on joskus vaikea erottaa lapinluposta (B. somplicolor), mutta tätä lajia ei ole löydetty eteläisistä maakunnista. Kuvat on otettu Vahdermetsän Kurkisuolta.;;korpiluppo tummaluppo kanadanluppo;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/bryoria_furcellata1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/bryoria_furcellata2.jpg;;;;;;;;
Jäkälät;Tupsunaava;Usnea hirta;Tupsunaava kuuluu karvejäkälien (Parmeliaceae) heimoon ja suvusta on Suomessa tavattu 12 lajia. Jäkälä on pensasmainen tai riippuva, perusväri kellanvihreä, rangat kulmikkaita, niiden tyvi vaalean ruskea,  keskusjänne ohut. Soraaleja ei ole, eikä papilleja. Isidioita yksin tai ryhminä ja fibrillejä runsaasti tyviosassa.;Pensasmainen, < 15 cm korkea.;Avoimilla paikoilla kangasmetsissä ja soilla, useimmin männyllä ja koivulla.;K- tai K+ keltainen, PD- tai PD+ keltainen tai oranssi;Yleinen koko maassa, pohjoisessa hieman harvinaisempi.;;Kestää ilmansaasteita naavoista parhaiten.;;;Tupsunaava on Luopioisissa melko yleinen. Jäkälää on tavattu   avoimista metsistä ja rämeiltä, mutta se ei missään ole ollut kovin runsas. Tupsunaava voi sekoittua muihin naavoihin eikä niitä ole aina kunnolla tarkasteltu. Näin ollen sen yleisyydessä ja runsaudessa voi erehtyä paljonkin. Kuvat on otettu Padankosken Peräkorvesta. Kuvan jäkälän ulkonäkö muistuttaa paljon riippunaavaa (Usnea dasypoga), joka joskus kasvaa myös tupsumaisesti.;;riippunaava lapinnaava tukkanaava;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/usnea_hirta1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/usnea_hirta2.jpg;;;;;;;;
Jäkälät;Turvejäkälä;Icmadophila ericetorum;Turvejäkälä kuuluu turvejäkälien (Icmadophilaceae) heimoon ja suvusta on Suomessa tavattuvain yksi laji. Jäkälä on rupimainen, jyväksinen, epätasainen, perusväri vihertävä. Kotelomaljat yleisiä kuperia, uurteisia, vaaleanpunaisia.;Laikkumainen, voi muodostaa suuria kasvustoja paljaalle maalle.;Paljaalla turpeella soilla, lahopuulla, kosteilla poluilla.;K+  keltainen, PD+ oranssi;Tavataan koko maasta, mutta yleisin Pohjois-Suomessa.;;;;;Turvejäkälä  kuuluu rupijäkäliin ja se on harvinainen Luopioisissa. Jäkälästä minulla on vanha muistikuva, että olisin sen tavannut jollakin retkelläni, mutta paikka ja aika ovat unohtuneet. Uudestaan se löytyi metsäautotien kosteasta laitapenkereestä Laipanmaan itäosista. Esiintymä oli puolen neliön suuruinen ja kotelomaljoja oli komeasti. Kuva 1 on otettu Utsjoen Karigasniemeltä Akujoen laaksosta ja kuva 2 Utsjoen Tsuomasvarrilta. Kuvat 3 ja 4 on otettu Luopioisten kasvupaikalta.;;törmänastajäkälä;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/icmadophila_ericetorum1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/icmadophila_ericetorum2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/icmadophila_ericetorum3.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/icmadophila_ericetorum4.jpg;;;;;;
Jäkälät;Tuulirokkojäkälä;Ophioparma ventosa;Tuulirokkojäkälä kuuluu rokkojäkälien (Ophioparmaceae) heimoon ja suvusta on Suomessa tavattu kaksi lajia. Jäkälä on rupimainen harmaan kellertävä ja muodostaa patjamaisia kasvustoja alustalleen. Kotelomaljat yleisiä, verenpunaisia < 5 mm leveitä. Itiöt 4-8- soluisia, kooltaan >40 x 3 µm.;Kasvustot useiden kymmenien senttimetrien laajuisia, yhtenäisiä.;Avoimilla kallioilla ja kivillä,  yleisimmin rannoilla tai tuntureilla.;K+ keltainen,  KC+ keltainen, PD+ oranssi tai PD-;Yleinen koko maassa, etenkin tuntureilla ja rannikolla, sisämaassa harvinainen.;;;;;Tuulirokkojäkälä on  Luopioisissa melko yleinen. Jäkälä on tavattu useita kertoja. Padankosken Hirvivuoressa se kasvoi kalliojyrkänteiden alapuolella metsäkiven pinnalla varjossa ja Laipan Tulivuorelta samantyyppiseltä paikalta. Lisäksi löytöjä on Korppivuorelta, Rajalansaaresta, Isovuorelta Jankanmaalta jne. Kuvat on otettu Padankosken Hirvivuoren kasvupaikalta.;;seinäonkalojäkälä turvejäkälä lapinrokkojäkälä;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/ophioparma_ventosa1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/ophioparma_ventosa2.jpg;;;;;;;;
Jäkälät;Tyviruskeinen;Mycobilimbia carneoalbida;Tyviruskeinen kuuluu Porpidiaceae-heimoon ja suvusta on Suomessa tavattu 7 lajia. Jäkälä on rupimainen,  alustaansa  löyhästi kiinnittynyt laji. Sekovarsi karkeaa vihertävää murua. Kotelomaljat yleisiä, puolipallomaisia, punertavia tai vaalean ruskeita.;Löyhää, tiheää kasvustoa, kotelomaljat noin millin levyisiä.;Suurten haapojen tyvillä, sammalen päällä, myös keloilla ja kivillä vanhoissa metsissä;Jäkäläaineet puuttuvat.;Pohjoisosissa maata yleinen, harvinaistuu etelään päin.;;Vanhan metsän indikaattori.;;;Tyviruskeinen   on   Luopioisissa melko yleinen. Jäkälää on tavattu niukalti vanhojen haapojen tyveltä eri puolilta pitäjää erityisesti lehtoalueilta. Sen runsautta on vaikea arvioida, koska sen kasvupaikkoja ei systemaattisesti ole merkitty muistiin. Suvun lajien määrittäminen on myös vaikeaa, joten kuvan laji voi olla jokin muukin ruskeinen. Kuvat on otettu Padankosken Ahvenismaalta.;;Tummaruskeinen on etelässä yleisempi, sen kotelomaljat ovat lähes mustat.;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/mycobilimbia_carneoalbida2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/mycobilimbia_carneoalbida1.jpg;;;;;;;;
Jäkälät;Vainiokiventiera;Aspicilia caesiocinerea;Vainiokiventiera kuuluu Megasporaceae-heimoon ja suvusta on Suomessa tavattu 35 vaikeasti erotettavaa lajia. Jäkälä on rupimainen, laikkuinen, ruutuinen, perusväri siertävän harmaa. Kotelomaljat yleisiä keskiosassa, tummia.;Laikkumainen, jopa >10 cm halkaisijaltaan.;Paahteisilla kivillä ja kallioilla, usein asutuksen läheisyydessä, rannoilla.;K-, PD+ punainen;Melko yleinen koko maassa.;;Lasi mitä tahansa!;;;Kasvin löytöpaikoista Luopioisissa Vainiokiventiera  kuuluu rupijäkäliin ja se löydetty Luopioisista. Kiventieroja on tavattu läiskinä peltokiviltä asutuksen läheltä mutta myös rannoilta. Monet kiventierat on kuitenkin vaikeita erottaa toisistaan;;joten havainnoissa kaikki harmaat lajit on noteerattu samaksi lajiksi. Tämän voisi erottaa harmaakiventierasta sinertävän värin pohjalta. Kuvat on otettu Jyväskylän Leppävedeltä rantakiven päältä.;;;;;;;;;;;
Jäkälät;Vainiolaakajäkälä;Physcia subalbinea;Valkolaakajäkälä kuuluu laakajäkälien (Physciaceae) heimoon ja suvusta on Suomessa tavattu 10 lajia. Jäkälä on lehtimäinen,  alustaansa löyhästi kiinnittynyt laji. Yläpinta on siniharmaa, valkopilkkuinen, alapinta vaaleanharmaa. Liuskat  1 - 2 mm leveitä. Sorediot puuttuvat. Kotelomaljat yleisiä, keskiosissa, tumman ruskeita, härmeisiä.;Ruusukkeinen, halkaisijaltaan < 10 cm, usein pienempi.;Epifyyttijäkälä lehtipuiden (haapa jalot lehtipuut) rungoilla, harvoin kivellä.;K+ keltainen,  PD-;Yleinen koko Suomessa, harvinaistuu pohjoiseen päin.;;TODENNÄKÖISESTI EI OLE LÖYDETTY LUO, KUVAT EI AINAKAAN;;;Kasvin löytöpaikoista Luopioisissa Valkolaakajäkälä  kuuluu lehtijäkäliin ja on  Luopioisissa  yleinen. Jäkälää on tavattu runsaana haapojen rungoilta sekä asutuksen piiristä että metsistä. Usein se esiintyy muiden laakajäkälien, karvejäkälien ja keltajäkälän seurassa. Kuvat on otettu Padankosken Salimäestä.;;kauhalaakajäkälä, sinilaakajäkälä, seinälaakajäkälä, tähtilaakajäkälä;;;;;;;;;;;
Jäkälät;Vainiomannajäkälä;Circinaria caesiocinerea;Vainiomannajäkälä kuuluu Megasporaceae-heimoon ja suvusta on Suomessa tavattu kuusi vaikeasti erotettavaa lajia. Jäkälä on rupimainen, laikkuinen, ruutuinen, perusväri siertävän harmaa. Kotelomaljat yleisiä keskiosassa, koveri, mustia, osittain sekovartteen vajonneina.;Muodostaa suuria laikkuja, kotelomaljat < 1 mm leveitä.;Avokallioilla, usein lintukivillä ja rannoilla.;K-, C-, PD-;Hyvin yleinen koko maassa.;;;;;Kasvin löytöpaikoista Luopioisissa Vainiomannajäkälä  kuuluu rupijäkäliin ja se melko yleinenLuopioisissa. Kiventieroja mannajäkäliä on tavattu läiskinä peltokiviltä, asutuksen läheltä, mutta myös rannoilta. Monet lajit on kuitenkin vaikeita erottaa toisistaan, joten havainnoissa kaikki harmaat lajit on noteerattu samaksi lajiksi. Tämän voisi erottaa harmaakiventierasta sinertävän värin pohjalta. Usein ne kasvavat vierekkäin Kuvat on otettu Padankosken Kuparikalliolta.;;harmaakiventiera;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/circinaria_caesiocinerea1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/circinaria_caesiocinerea2.jpg;;;;;;;;
Jäkälät;Vainiokehräjäkälä;Protoparmeliopsis muralis;Vainiokehräjäkälä kuuluu kehräjäkälien (Lecanoraceae) heimoon ja suvusta on Suomessa tavattu neljä lajia. Jäkälä on kookas keskeltä rupimainen, reunoilta liuskainen, alustaansa tiukasti kiinnittynyt laji. Yläpinta on vihertävän harmaa. Reunaliuskat suomumaisia 3 - 4 mm pitkiä limittäin tai vierekkäin. Kotelomaljat yleisiä, litteitä, vaalean ruskeita.;Ruusukkeinen, halkaisijaltaan < 5 cm, usein läiskät sulautuvat suuriksi laikuiksi.;Kallioilla ja kivillä asutuksen läheisyydessä, myös tiilellä ja lintukivillä rannoilla.;K-, KC+ keltainen, PD-;Yleinen Etelä-Suomessa, harvinaistuu pohjoiseen päin.;;;;;Vainiokehräjäkälä   on  Luopioisissa  melko yleinen. Jäkälää on tavattu runsaana peltokiviltä ja rannoilta. Se jää helposti  huomaamatta tai sekoittuu  kivipinnan ruusukkeellisiin karvejäkäliin. Helpoimmin sen erottaa näistä kilpirupisesta keskustaan ja kotelomaljoista. Kuvat on otettu Jyväskylästä Leppäveden rantakiven päältä.;;kallioisokarve kouruisokarve silokeltakarve karstakeltakarve;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/protoparmeliopsis_muralis1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/protoparmeliopsis_muralis2.jpg;;;;;;;;
Jäkälät;Valkohankajäkälä;Evernia prunastri;Valkohankajäkälä kuuluu karvejäkälien (Parmeliaceae) heimoon ja suvusta on Suomessa tavattu kolme lajia. Hankajäkälä on kookas, pensasmainen, pehmeä ja löyhästi alustaansa kiinnittynyt. Yläpinnalta kellanvihreä, alapinta enimmäkseen valkoinen. Haarat ohuita, ryppyisiä, < 5 mm leveitä. Soraaleja vähän. Kotelomaljat hyvin harvinaisia.;Liuskat kapeita, kasvusto yleensä < 10 cm korkeita.;Lehtipuiden oksilla, joskus kivillä.;K+ keltainen, PD-;Hyvin yleinen ja runsas Etelä- Ja Keski-Suomessa, Lapissa harvinainen.;;;;;Valkohankajäkälä   on   yleinen Luopioisissa. Jäkälä on runsas etenkin kulttuurialueilla, lehtimetsissä ja pellonlaidoissa pihlajalla, raidalla ja koivulla. Kuvat on otettu Padankosken Salimäestä.;;hankakarve jauhehankajäkälä risarustojäkälä;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/evernia_prunastri2.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/evernia_prunastri1.jpg;;;;;;;;
Jäkälät;Valkolaakajäkälä;Physcia aipolia;Valkolaakajäkälä kuuluu laakajäkälien (Physciaceae) heimoon ja suvusta on Suomessa tavattu 10 lajia. Jäkälä on lehtimäinen,  alustaansa löyhästi kiinnittynyt laji. Yläpinta on siniharmaa, valkopilkkuinen, alapinta vaaleanharmaa. Liuskat  1 - 2 mm leveitä. Sorediot puuttuvat. Kotelomaljat yleisiä, keskiosissa, tumman ruskeita, härmeisiä.;Ruusukkeinen, halkaisijaltaan < 10 cm, usein pienempi.;Epifyyttijäkälä lehtipuiden (haapa jalot lehtipuut) rungoilla, harvoin kivellä.;K+ keltainen,  PD-;Yleinen koko Suomessa, harvinaistuu pohjoiseen päin.;;;;;Valkolaakajäkälä   on  Luopioisissa  yleinen. Jäkälää on tavattu runsaana haapojen rungoilta sekä asutuksen piiristä että metsistä. Usein se esiintyy muiden laakajäkälien, karvejäkälien ja keltajäkälän seurassa. Kuvat on otettu Padankosken Salimäestä.;;kauhalaakajäkälä sinilaakajäkälä seinälaakajäkälä tähtilaakajäkälä;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/physcia_aipolia1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/physcia_aipolia2.jpg;;;;;;;;
Jäkälät;Valkoporonjäkälä;Cladonia arbuscula;Valkoporonjäkälä kuuluu poronjäkälien (Cladoniaceae) laajaan heimoon. Suvusta on maassamme tavattu 81 lajia, jotka joskus on vaikea erottaa toisistaan. Jäkälän kasvullinen sekovarsi on rupimainen ja lyhytikäinen. Podeetiot ovat pystyjä, runsashaaraisia, kellertävänharmaita,  pikarittomia, tyveltä mustumattomia. Haarat ovat lyhytsuippuisia, samaan suuntaan käyristyneet. Podeetion pinta on kuoreton, soredioton ja suomuton. Kotelomaljat ovat harvinaisia, ruskeita.;Sekovarren suomut yleensä puuttuvat, podeetiot 5 - 12 cm korkeita, pensasmaisia, laajoja kasvustoja muodostava.;Kuivat kangasmetsät, suomättäät, tunturikankaat.;K-, PD+ punainen;Hyvin yleinen koko maassa.;;Eurooppa, Aasia, Pohjois- ja Etelä-Amerikka.;;;Valkoporonjäkälä   on hyvin yleinen Luopioisissa. Jäkälää tavataan runsaana monenlaisista metsistä, kallioilta ja soilta. Valkoporonjäkälä muodostaa usein mattomaisia kasvustoja yhdessä muiden poronjäkälien kanssa. Kuvat on otettu kuivasta kangasmetsästä Padankoskelta.;;harmaaporonjäkälä sysiporonjäkälä palleroporonjäkälä mietoporonjäkälä;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/cladina_arbuscula1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/cladina_arbuscula2.jpg;;;;;;;;
Jäkälät;Valulaakajäkälä;Phaeophyscia sciastra;Valkoporonjäkälä kuuluu poronjäkälien (Cladoniaceae) laajaan heimoon. Suvusta on maassamme tavattu 81 lajia, jotka joskus on vaikea erottaa toisistaan. Jäkälän kasvullinen sekovarsi on rupimainen ja lyhytikäinen. Podeetiot ovat pystyjä, runsashaaraisia, kellertävänharmaita,  pikarittomia, tyveltä mustumattomia. Haarat ovat lyhytsuippuisia, samaan suuntaan käyristyneet. Podeetion pinta on kuoreton, soredioton ja suomuton. Kotelomaljat ovat harvinaisia, ruskeita.;Sekovarren suomut yleensä puuttuvat, podeetiot 5 - 12 cm korkeita, pensasmaisia, laajoja kasvustoja muodostava.;Kuivat kangasmetsät, suomättäät, tunturikankaat.;K-, PD+ punainen;Hyvin yleinen koko maassa.;;Eurooppa, Aasia, Pohjois- ja Etelä-Amerikka.;;;Valkoporonjäkälä  kuuluu pensasmaisiin jäkäliin ja on hyvin yleinen Luopioisissa. Jäkälää tavataan runsaana monenlaisista metsistä, kallioilta ja soilta. Valkoporonjäkälä muodostaa usein mattomaisia kasvustoja yhdessä muiden poronjäkälien kanssa. Kuvat on otettu kuivasta kangasmetsästä Padankoskelta.;;harmaaporonjäkälä sysiporonjäkälä palleroporonjäkälä mietoporonjäkälä MAHDOLLISESTI KUVA ON KEHNÄLAAKAJKL! EI VIELÄ MUKANA;;;;;;;;;;;
Jäkälät;Varjonahkajäkälä;Peltigera collina;Varjonahkajäkälä kuuluu nahkajäkälien (Peltigeraceae) heimoon ja suvusta on Suomessa tavattu 28 lajia. Jäkälä on kookas, kosteana ruskea, kuivana harmahtava. Se muodostaa laajoja kasvustoja. Yläpinta härmeinen, reunat soraaliset. Alapinta vaaleanruskea, verkkosuoninen, lyhytritsoidinen. Kotelomaljat harvinaisia, satulamaisia.;Liuskat noin sentin leveitä, kasvustot noin kymmenen sentin laajuisia.;Ravinteisilla seinämillä, kivillä sammalten seassa, myös lehtipuiden tyvellä.;K-, PD-;Eteläinen, mereinen laji, ei kovin yleinen Etelä- ja Keski-Suomessa, Lapissa harvinainen.;;;;;Varjonahkajäkälä on  Luopioisissa  harvinainen. Jäkälä on tavattu muutaman kerran. Viimeksi sen havaitsin Padankoskella kiven päältä vanhalta pellolta, joka oli istutettu koivulle (kuvat). Pienellä alueella se oli runsas. Kesällä 2015 sitä ei enää löytynyt. Kuvat on otettu Padankosken Salimäestä.;;karstanahkajäkälä ruskonahkajäkälä;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/peltigera_collina1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/peltigera_collina2.jpg;;;;;;;;
Jäkälät;Varjoneulajäkälä;Chaenotheca furacea;Varjoneulajäkälä kuuluu huhmarjäkälien (Coniocybaceae) heimoon ja suvusta on Suomessa tavattu 18 vaikeasti toisistaan erotettavaa lajia. Jäkälän sekovarsi on jauheinen, osittain alustansisäinen, kellanvihreä. Kotelomaljat nuppineulamaisia, yleisiä, 1 - 3 mm korkeita, nuppi pallomainen, jalka ja nuppi keltahärmeisiä.;Hyvin pieni, vihreä jauhekerros.;Varjoisilla ja kosteilla paikoilla: tuulenkaatojen juurakot, kallionkolot, puurakenteet, pökkelöt.;K-, PD-, C-;Melko yleinen koko.;;;;;Varjoneulajäkälä on yleinen Luopioisissa. Neulajäkälät on vaikea erottaa toisistaan. Varjoneulajäkälä lienee niistä runsain ja yleisin. Olen tavannut sitä lähinnä tuulenkaatojen juuripaakuista lehto- ja korpialueilta. Yleensä se on ollut hyvin runsas, helposti huomattava ja peittänyt usein tuulenkaadon juuripaakun reunat kokonaan alleen. Kuva on otettu Padankosken Suojärvensuon laskupuron varresta lehtokorvesta, missä se kasvoi samalla paikalla kuin aarnisammal.;;Vertaa seuraaviin Helposti tunnistettava, vaikka onkin kovin pieni jäkälä.;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/chaenotheca_furacea1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/chaenotheca_furacea2.jpg;;;;;;;;
Jäkälät;Varjorikkijäkälä;Chrysothrix chlorina;Varjorikkijäkälä kuuluu rikkijäkälien (Chrysotrichaceae) heimoon ja suvusta on Suomessa tavattu kaksi lajia. Jäkälän sekovarsi on jauheinen, kirkkaankeltainen, kosteana vihertävä ja muodostaa paksuja  mattomaisia kasvustoja. Kotelomaljat puuttuvat.;Jyväksiset sekovarret alle millin kokoisia, kasvustot hyvinkin laajoja, < 1 cm paksuja tiiviitä.;Karujen kallioiden ja kivien ylikaltevilla pinnoilla syvässä varjossa.;K-, tai K+ oranssi, KC- tai KC+ punainen, PD-;Koko maassa melko yleinen.;;;;;Varjorikkijäkälä on Luopioisissa melko yleinen. Jäkälä on näyttävä ja helposti havaittavissa kiviltä ja kallionkoloista. Se on löydetty useasta paikasta pieninä tai jopa neliön suuruisina yhtenäisinä keltaisina kasvustoina kallioiden varjoisilta pystysuorilta tai ylikaltevilta pinnoilta. Kuvat on otettu Jyväskylän Kanavuoresta ylikaltevalta jyrkänteeltä.;;seinäkeltajäkälä korallikeltuaisjäkälä rikkijyväsjäkälä;;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/chrysothrix_chlorina1.jpg;https://s3-eu-west-1.amazonaws.com/luokasvit/2jakalat/chrysothrix_chlorina2.jpg;;;;;;;;
